Brand,Model,Year,Age,Transmission,Owner,FuelType,PostedDate
Mini,Cooper 3 DOOR,2020,4,Automatic,first,Petrol,24-Nov
Hyundai,Verna,2016,8,Automatic,first,Diesel,24-Nov
Mahindra,Xylo,2010,14,Manual,first,Diesel,24-Nov
Mahindra,Scorpio,2017,7,Manual,first,Diesel,24-Nov
Mercedes-Benz,S-Class,2018,6,Automatic,second,Diesel,24-Nov
Maruti Suzuki,Ertiga,2021,3,Automatic,first,Petrol,24-Nov
Maruti Suzuki,Swift,2024,0,Automatic,first,Petrol,24-Nov
BMW,3 Series,2016,8,Automatic,second,Diesel,24-Nov
BMW,3 Series GT,2014,10,Automatic,second,Diesel,24-Oct
Mercedes-Benz,E-Class,2012,12,Automatic,second,Petrol,24-Oct
Hyundai,Grand i10,2018,6,Manual,first,Petrol,24-Nov
Hyundai,Verna,2018,6,Automatic,first,Petrol,24-Nov
Mercedes-Benz,C-Class,2016,8,Automatic,second,Diesel,24-Oct
BMW,6 Series GT,2018,6,Automatic,second,Petrol,24-Nov
Maruti Suzuki,Swift,2018,6,Automatic,second,Petrol,24-Nov
Volkswagen,VentoTest,2011,13,Manual,first,Petrol,24-Nov
Toyota,Fortuner,2021,3,Automatic,first,Diesel,24-Nov
Maruti Suzuki,XL6,2021,3,Automatic,first,Petrol,24-Nov
Maruti Suzuki,Vitara-Brezza,2017,7,Manual,first,Diesel,24-Nov
Hyundai,Grand i10,2013,11,Manual,first,Diesel,24-Nov
Ford,Figo,2011,13,Manual,second,Petrol,24-Nov
Hyundai,Grand i10 Nios,2020,4,Manual,first,Petrol,24-Oct
Skoda,Rapid,2011,13,Manual,first,Petrol,24-Nov
Mercedes-Benz,CLA,2016,8,Automatic,second,Petrol,24-Nov
Jeep,Compass,2017,7,Manual,second,Diesel,24-Nov
Maruti Suzuki,Ertiga,2014,10,Automatic,second,Diesel,24-Nov
Mahindra,XUV500,2016,8,Manual,first,Diesel,24-Nov
Hyundai,Venue,2022,2,Manual,first,Petrol,24-Oct
Jeep,Compass,2017,7,Automatic,second,Petrol,24-Nov
Hyundai,Creta,2019,5,Manual,first,Diesel,24-Nov
Honda,City,2011,13,Automatic,second,Petrol,24-Nov
Toyota,Innova Crysta,2019,5,Automatic,first,Diesel,24-Nov
Renault,Duster,2015,9,Manual,first,Diesel,24-Oct
Mercedes-Benz,E-Class,2020,4,Automatic,first,Petrol,24-Nov
Mercedes-Benz,S-Class,2019,5,Automatic,second,Diesel,24-Nov
Honda,City,2023,1,Automatic,first,Petrol,24-Nov
Renault,Duster,2013,11,Manual,first,Diesel,24-Nov
Honda,City ZX,2024,0,Automatic,first,Petrol,24-Nov
Toyota,Innova Crysta,2016,8,Manual,first,Diesel,24-Nov
Volkswagen,Ameo,2017,7,Manual,first,Diesel,24-Sep
Hyundai,Creta,2021,3,Automatic,first,Diesel,24-Nov
BMW,7 Series,2016,8,Automatic,first,Diesel,24-Nov
Maruti Suzuki,XL6,2019,5,Manual,first,Petrol,24-Nov
Maruti Suzuki,Swift,2010,14,Manual,first,Petrol,24-Nov
Hyundai,i10,2013,11,Automatic,second,Petrol,24-Nov
Mahindra,Scorpio,2010,14,Manual,second,Diesel,24-Nov
Maruti Suzuki,Celerio,2018,6,Automatic,second,Petrol,24-Nov
Maruti Suzuki,Wagon-R,2015,9,Automatic,second,Petrol,24-Nov
Maruti Suzuki,Ciaz,2019,5,Manual,first,Petrol,24-Aug
Toyota,Fortuner,2016,8,Manual,second,Diesel,24-Nov
Toyota,Innova Hycross,2023,1,Automatic,first,Petrol,24-Nov
Hyundai,Creta,2015,9,Manual,second,Diesel,24-Oct
Maruti Suzuki,Swift Dzire,2016,8,Automatic,second,Petrol,24-Nov
Maruti Suzuki,Celerio,2016,8,Automatic,first,Petrol,24-Nov
Honda,Jazz,2011,13,Manual,second,Petrol,24-Nov
Hyundai,Grand i10,2018,6,Manual,second,Petrol,24-Nov
Hyundai,Creta,2022,2,Automatic,first,Diesel,24-Nov
Jaguar,XF,2013,11,Automatic,second,Diesel,24-Nov
Mercedes-Benz,CLA,2019,5,Automatic,first,Diesel,24-Oct
Ford,Endeavour,2016,8,Automatic,first,Diesel,24-Oct
Hyundai,i10,2011,13,Manual,second,Petrol,24-Nov
BMW,3 Series GT,2015,9,Automatic,second,Diesel,24-Nov
Ford,Ecosport,2019,5,Manual,first,Diesel,24-Nov
Hyundai,i20,2010,14,Automatic,second,Petrol,24-Nov
Renault,Triber,2020,4,Manual,first,Petrol,24-Nov
Hyundai,Santro Xing,2009,15,Manual,second,Petrol,24-Nov
Skoda,Rapid,2015,9,Automatic,second,Petrol,24-Oct
Hyundai,Santa Fe,2016,8,Automatic,first,Diesel,24-Nov
Audi,A4,2015,9,Automatic,second,Diesel,24-Nov
Hyundai,Santro Xing,2010,14,Automatic,second,Petrol,24-Nov
Audi,A6,2016,8,Automatic,first,Diesel,24-Nov
Maruti Suzuki,Eeco,2011,13,Manual,first,Petrol,24-Nov
Kia,Seltos,2022,2,Automatic,first,Petrol,24-Nov
Maruti Suzuki,Wagon-R,2011,13,Manual,second,Petrol,24-Nov
Maruti Suzuki,Omni,2010,14,Manual,second,Petrol,24-Nov
Audi,Q5,2018,6,Automatic,first,Diesel,24-Nov
BMW,5 Series,2013,11,Automatic,second,Diesel,24-Nov
BMW,5 Series,2018,6,Automatic,second,Diesel,24-Nov
Mahindra,XUV700,2022,2,Automatic,first,Diesel,24-Nov
Toyota,2.8 Legender 4X2,2021,3,Automatic,first,Diesel,24-Nov
Hyundai,Creta,2018,6,Manual,second,Diesel,24-Nov
Hyundai,Grand i10,2017,7,Manual,second,Petrol,24-Nov
Mercedes-Benz,E-Class,2014,10,Automatic,first,Diesel,24-Nov
Volkswagen,Tiguan,2018,6,Automatic,first,Diesel,24-Nov
Mercedes-Benz,E-Class,2022,2,Automatic,first,Diesel,24-Nov
Toyota,Glanza,2020,4,Automatic,first,Petrol,24-Nov
Maruti Suzuki,Alto,2011,13,Manual,second,Petrol,24-Nov
Toyota,Innova Crysta,2024,0,Manual,first,Diesel,24-Nov
Toyota,Innova,2014,10,Manual,first,Diesel,24-Nov
Toyota,Camry,2014,10,Automatic,first,Petrol,24-Nov
Honda,City,2018,6,Manual,first,Petrol,24-Nov
Audi,A3,2015,9,Automatic,second,Diesel,24-Nov
Mahindra,Thar,2020,4,Manual,first,Diesel,24-Nov
Maruti Suzuki,Swift,2021,3,Manual,first,Petrol,24-Nov
Tata,Nexon,2020,4,Manual,first,Diesel,24-Nov
Force,Motors FM Gurkha,2023,1,Manual,first,Diesel,24-Nov
Renault,KWID,2017,7,Manual,second,Petrol,24-Nov
Maruti Suzuki,Swift,2023,1,Automatic,first,Petrol,24-Nov
Volkswagen,Polo,2020,4,Automatic,first,Petrol,24-Nov
Honda,City,2017,7,Automatic,first,Petrol,24-Nov
Maruti Suzuki,Celerio,2017,7,Automatic,first,Petrol,24-Nov
Mahindra,Jeep,1994,30,Manual,second,Diesel,24-Nov
Hyundai,i20,2014,10,Manual,first,Petrol,24-Nov
Renault,KWID,2019,5,Manual,first,Petrol,24-Nov
Maruti Suzuki,Swift Dzire,2015,9,Manual,first,Diesel,24-Jul
Hyundai,i20,2019,5,Manual,first,Petrol,24-Nov
Maruti Suzuki,Alto-K10,2017,7,Automatic,first,Petrol,24-Nov
Toyota,Innova,2014,10,Manual,first,Diesel,24-Nov
Audi,Q5,2014,10,Automatic,first,Diesel,24-Nov
Maruti Suzuki,Ciaz,2019,5,Automatic,second,Petrol,24-Nov
Jaguar,XF,2014,10,Automatic,first,Diesel,24-Nov
BMW,5 Series,2010,14,Automatic,second,Petrol,24-Nov
Hyundai,i20,2012,12,Manual,second,Petrol,24-Nov
Porsche,718,2018,6,Automatic,second,Petrol,24-Nov
Maruti Suzuki,Alto-K10,2015,9,Automatic,second,Petrol,24-Nov
Honda,City,2013,11,Automatic,second,Petrol,24-Nov
Maruti Suzuki,Celerio,2017,7,Automatic,second,Petrol,24-Nov
Maruti Suzuki,Alto-800,2023,1,Manual,first,Petrol,24-Nov
Mahindra,Scorpio,2015,9,Manual,second,Diesel,24-Nov
Maruti Suzuki,Swift,2019,5,Automatic,second,Petrol,24-Nov
Maruti Suzuki,Grand Vitara,2024,0,Manual,first,Petrol,24-Nov
Hyundai,Elantra,2012,12,Automatic,second,Petrol,24-Nov
Maruti Suzuki,Grand Vitara,2024,0,Manual,first,Petrol,24-Nov
Honda,WRV,2017,7,Manual,second,Diesel,24-Nov
Maruti Suzuki,Swift,2018,6,Automatic,first,Petrol,24-Oct
Toyota,Etios,2012,12,Manual,second,Diesel,24-Nov
Audi,Q7,2014,10,Automatic,second,Diesel,24-Nov
Honda,Jazz,2016,8,Automatic,second,Petrol,24-Nov
Fiat,Punto,2012,12,Manual,first,Diesel,24-Nov
Maruti Suzuki,Ciaz,2015,9,Manual,second,Diesel,24-Nov
Ford,Endeavour,2021,3,Automatic,second,Diesel,24-Nov
Hyundai,i20,2012,12,Manual,first,Diesel,24-Nov
Hyundai,Creta,2016,8,Automatic,first,Diesel,24-Nov
Toyota,Corolla Altis,2016,8,Automatic,second,Petrol,24-Nov
Kia,Seltos,2023,1,Automatic,first,Diesel,24-Nov
Toyota,Innova,2015,9,Manual,second,Diesel,24-Oct
Maruti Suzuki,Alto-K10,2011,13,Manual,first,Petrol,24-Nov
Volkswagen,Ameo,2017,7,Manual,first,Diesel,24-Nov
Mitsubishi,Pajero Sport,2017,7,Manual,second,Diesel,24-Nov
Skoda,Kushaq,2022,2,Automatic,first,Petrol,24-Nov
Toyota,Innova,2006,18,Manual,second,Diesel,24-Nov
Hyundai,Eon,2013,11,Manual,second,Petrol,24-Nov
Tata,Manza,2013,11,Manual,second,Diesel,24-Nov
Maruti Suzuki,Wagon-R,2014,10,Manual,second,Petrol,24-Nov
Ford,Figo,2013,11,Manual,first,Petrol,24-Nov
Maruti Suzuki,Swift-Dzire,2017,7,Automatic,first,Diesel,24-Nov
Maruti Suzuki,Vitara-Brezza,2018,6,Manual,first,Diesel,24-Nov
Maruti Suzuki,Swift Dzire,2019,5,Manual,second,Diesel,24-Nov
Mini,Cooper Convertible,2012,12,Automatic,second,Petrol,24-Nov
Mahindra,XUV500,2018,6,Automatic,second,Diesel,24-Nov
Hyundai,Verna,2023,1,Manual,first,Petrol,24-Nov
Mercedes-Benz,C-Class,2021,3,Automatic,first,Diesel,24-Nov
Hyundai,Verna,2012,12,Manual,second,Petrol,24-Nov
Toyota,Corolla Altis,2011,13,Manual,second,Diesel,24-Nov
Honda,Amaze,2020,4,Manual,second,Petrol,24-Nov
Maruti Suzuki,Vitara-Brezza,2019,5,Manual,first,Diesel,24-Oct
Hyundai,Verna,2020,4,Automatic,first,Diesel,24-Nov
Mahindra,Scorpio Classic,2024,0,Manual,first,Diesel,24-Nov
BMW,X5,2021,3,Automatic,first,Diesel,24-Nov
Maruti Suzuki,Swift,2018,6,Manual,second,Petrol,24-Nov
Tata,Hexa,2017,7,Manual,second,Diesel,24-Nov
Mahindra,XUV500,2012,12,Manual,second,Diesel,24-Nov
Mahindra,XUV500,2017,7,Manual,first,Diesel,24-Nov
Maruti Suzuki,Swift-Dzire,2017,7,Automatic,first,Diesel,24-Nov
Hyundai,Creta,2020,4,Manual,second,Diesel,24-Nov
Maruti Suzuki,Baleno,2019,5,Manual,second,Petrol,24-Nov
Audi,A6,2015,9,Automatic,first,Diesel,24-Nov
Maruti Suzuki,Alto-800,2018,6,Manual,first,Petrol,24-Nov
Volkswagen,Polo,2021,3,Automatic,first,Petrol,24-Nov
Audi,A4,2013,11,Automatic,second,Diesel,24-Nov
Maruti Suzuki,Swift,2011,13,Automatic,second,Petrol,24-Nov
Audi,A3,2016,8,Automatic,second,Diesel,24-Nov
Renault,KWID,2019,5,Manual,first,Petrol,24-Nov
Honda,CRV,2010,14,Automatic,second,Petrol,24-Nov
Mahindra,Scorpio,2017,7,Automatic,second,Diesel,24-Nov
Maruti Suzuki,Swift-Dzire,2019,5,Manual,second,Diesel,24-Nov
Renault,KWID,2018,6,Automatic,second,Petrol,24-Nov
Honda,WRV,2018,6,Manual,first,Diesel,24-Nov
Lexus,ES,2022,2,Automatic,first,Petrol,24-Nov
Tata,Indigo Ecs,2014,10,Manual,second,Diesel,24-Nov
Hyundai,Venue,2019,5,Manual,second,Diesel,24-Nov
Ford,Figo,2012,12,Manual,second,Diesel,24-Nov
Ford,Ecosport,2016,8,Manual,first,Diesel,24-Nov
Ford,Endeavour,2020,4,Automatic,first,Diesel,24-Nov
Maruti Suzuki,Sx4,2014,10,Manual,second,Petrol,24-Nov
Audi,A3,2015,9,Automatic,second,Diesel,24-Nov
Mercedes-Benz,GL-Class,2014,10,Automatic,second,Diesel,24-Nov
Maruti Suzuki,Alto,2011,13,Manual,first,Petrol,24-Nov
Tata,Tigor,2018,6,Manual,second,Petrol,24-Oct
Toyota,Fortuner,2017,7,Manual,second,Diesel,24-Oct
Hyundai,Elite i20,2017,7,Manual,first,Petrol,24-Nov
Maruti Suzuki,Ertiga,2018,6,Manual,first,Diesel,24-Nov
Toyota,Innova Crysta,2020,4,Automatic,first,Diesel,24-Nov
Maruti Suzuki,Baleno,2019,5,Automatic,second,Petrol,24-Nov
Honda,Jazz,2015,9,Automatic,second,Petrol,24-Nov
Mahindra,XUV500,2019,5,Manual,first,Diesel,24-Nov
Tata,Manza,2010,14,Manual,first,Petrol,24-Nov
BMW,X5,2017,7,Automatic,second,Diesel,24-Nov
Audi,Q7,2014,10,Automatic,second,Diesel,24-Nov
Maruti Suzuki,Wagon-R,2015,9,Manual,first,Petrol,24-Oct
Audi,A6,2018,6,Automatic,first,Diesel,24-Nov
Toyota,Etios,2012,12,Manual,second,Diesel,24-Nov
BMW,X7,2020,4,Automatic,first,Diesel,24-Nov
Audi,A4,2016,8,Automatic,first,Diesel,24-Nov
MG,Hector,2019,5,Automatic,first,Petrol,24-Nov
Honda,City,2017,7,Manual,second,Petrol,24-Oct
Mercedes-Benz,E-Class,2019,5,Automatic,first,Diesel,24-Nov
Maruti Suzuki,Vitara-Brezza,2017,7,Manual,first,Diesel,24-Nov
Skoda,Octavia,2014,10,Automatic,second,Petrol,24-Nov
Ford,Ecosport,2015,9,Automatic,second,Petrol,24-Nov
Toyota,Fortuner,2017,7,Automatic,second,Diesel,24-Nov
Volkswagen,Vento,2016,8,Automatic,second,Diesel,24-Sep
Honda,City,2014,10,Automatic,first,Petrol,24-Nov
Honda,Amaze,2015,9,Manual,first,Petrol,24-Nov
Mercedes-Benz,M-Class,2013,11,Automatic,second,Diesel,24-Nov
Volkswagen,Polo,2019,5,Manual,first,Petrol,24-Nov
BMW,X5,2019,5,Automatic,second,Diesel,24-Oct
Maruti Suzuki,Ertiga,2019,5,Automatic,second,Petrol,24-Nov
Hyundai,i20,2023,1,Automatic,second,Petrol,24-Nov
Maruti Suzuki,Wagon-R,2009,15,Manual,second,Petrol,24-Oct
Mahindra,TUV,2016,8,Automatic,first,Diesel,24-Nov
Land Rover,Range Rover Evoque,2012,12,Manual,second,Diesel,24-Nov
Honda,Jazz,2012,12,Manual,second,Petrol,24-Nov
Maruti Suzuki,Swift,2011,13,Manual,second,Petrol,24-Nov
Maruti Suzuki,Wagon-R,2015,9,Manual,first,Petrol,24-Nov
Hyundai,Creta,2016,8,Automatic,second,Diesel,24-Nov
Maruti Suzuki,Wagon R,2016,8,Automatic,second,Petrol,24-Nov
Renault,Duster,2015,9,Manual,first,Diesel,24-Nov
Volkswagen,VentoTest,2015,9,Automatic,first,Diesel,24-Nov
Maruti Suzuki,Ciaz,2016,8,Manual,second,Diesel,24-Nov
Toyota,Innova Crysta,2017,7,Manual,first,Diesel,24-Nov
Maruti Suzuki,S-Cross,2017,7,Manual,first,Diesel,24-Nov
Maruti Suzuki,Alto-800,2015,9,Manual,second,Petrol,24-Nov
Maruti Suzuki,Wagon-R,2010,14,Manual,first,Petrol,24-Nov
Toyota,Fortuner,2021,3,Automatic,first,Diesel,24-Nov
Maruti Suzuki,Swift,2016,8,Manual,second,Diesel,24-Nov
Mercedes-Benz,E-Class,2014,10,Automatic,second,Diesel,24-Oct
Toyota,Innova Crysta,2018,6,Manual,second,Diesel,24-Nov
Maruti Suzuki,Gypsy,2005,19,Automatic,second,Diesel,24-Nov
Honda,City,2014,10,Manual,second,Petrol,24-Nov
Toyota,Innova,2015,9,Manual,second,Diesel,24-Nov
Hyundai,i10,2012,12,Automatic,second,Petrol,24-Nov
Volkswagen,Polo,2014,10,Manual,second,Petrol,24-Oct
Toyota,Fortuner,2015,9,Automatic,first,Diesel,24-Nov
Tata,Harrier,2021,3,Automatic,first,Diesel,24-Nov
Hyundai,Creta Facelift,2021,3,Automatic,first,Petrol,24-Oct
Mahindra,Renault Logan,2007,17,Manual,second,Diesel,24-Nov
BMW,5 Series,2011,13,Automatic,first,Diesel,24-Nov
Hyundai,i10,2013,11,Manual,first,Petrol,24-Nov
Honda,City,2015,9,Automatic,second,Petrol,24-Nov
Porsche,Boxster,2019,5,Automatic,first,Petrol,24-Nov
Tata,Indigo Cs,2009,15,Manual,second,Diesel,24-Nov
Hyundai,Eon,2014,10,Manual,second,Petrol,24-Oct
Hyundai,Eon,2017,7,Manual,second,Petrol,24-Nov
Hyundai,Venue,2022,2,Manual,first,Petrol,24-Nov
Maruti Suzuki,Celerio,2014,10,Automatic,first,Petrol,24-Nov
Land Rover,Discovery Sport,2018,6,Automatic,first,Diesel,24-Oct
Maruti Suzuki,Ertiga,2015,9,Manual,first,Diesel,24-Nov
Ford,Ecosport,2016,8,Automatic,first,Petrol,24-Sep
Ford,Endeavour,2017,7,Automatic,second,Diesel,24-Nov
Maruti Suzuki,Baleno,2017,7,Manual,first,Petrol,24-Nov
Maruti Suzuki,Eeco,2019,5,Manual,first,Petrol,24-Nov
Hyundai,Eon,2015,9,Manual,second,Petrol,24-Nov
Volvo,XC40,2018,6,Automatic,first,Diesel,24-Oct
Hyundai,Alcazar,2022,2,Automatic,first,Diesel,24-Nov
Mahindra,Thar,2019,5,Manual,first,Diesel,24-Nov
Renault,Lodgy,2015,9,Manual,first,Diesel,24-Nov
Honda,City ZX,2005,19,Manual,second,Petrol,24-Nov
Toyota,Innova Crysta,2017,7,Automatic,second,Diesel,24-Nov
Hyundai,Grand i10 Nios,2020,4,Automatic,second,Petrol,24-Nov
Renault,Duster,2017,7,Manual,first,Diesel,24-Nov
Toyota,Innova,2011,13,Manual,second,Diesel,24-Nov
Skoda,Octavia,2008,16,Manual,second,Diesel,24-Nov
Tata,Indigo Cs,2010,14,Manual,first,Diesel,24-Nov
Toyota,Innova,2012,12,Manual,second,Diesel,24-Nov
Mahindra,XUV500,2016,8,Manual,second,Diesel,24-Nov
Mahindra,Scorpio,2013,11,Manual,second,Diesel,24-Nov
Land Rover,Discovery Sport,2020,4,Automatic,second,Diesel,24-Oct
Renault,KWID,2018,6,Manual,second,Petrol,24-Nov
Mahindra,TUV,2016,8,Automatic,second,Diesel,24-Oct
Honda,Amaze,2017,7,Manual,second,Petrol,24-Nov
Maruti Suzuki,Sx4,2007,17,Manual,second,Petrol,24-Nov
Mercedes-Benz,E-Class,2021,3,Automatic,first,Diesel,24-Nov
Hyundai,Creta,2023,1,Manual,first,Petrol,24-Nov
BMW,7 Series,2012,12,Automatic,first,Diesel,24-Nov
Renault,KWID,2017,7,Automatic,first,Petrol,24-Nov
Maruti Suzuki,XL6,2020,4,Manual,first,Petrol,24-Nov
Volkswagen,VentoTest,2011,13,Automatic,first,Petrol,24-Nov
Maruti Suzuki,Ignis,2022,2,Manual,first,Petrol,24-Nov
Honda,City,2013,11,Automatic,second,Petrol,24-Nov
Maruti Suzuki,Alto-K10,2019,5,Automatic,second,Petrol,24-Nov
Maruti Suzuki,Ciaz,2019,5,Manual,first,Petrol,24-Nov
Maruti Suzuki,Ritz,2012,12,Manual,first,Diesel,24-Nov
Mercedes-Benz,C-Class,2018,6,Automatic,second,Diesel,24-Nov
Mahindra,Scorpio,2008,16,Manual,second,Diesel,24-Nov
Jeep,Compass,2019,5,Manual,first,Diesel,24-Nov
Skoda,Octavia,2017,7,Automatic,second,Petrol,24-Nov
Mahindra,Bolero,2018,6,Manual,first,Diesel,24-Nov
Hyundai,Creta,2017,7,Automatic,first,Diesel,24-Nov
Tata,Nano,2015,9,Automatic,second,Petrol,24-Nov
Kia,Seltos,2020,4,Manual,first,Petrol,24-Sep
Hyundai,i20,2017,7,Manual,second,Diesel,24-Nov
Maruti Suzuki,Celerio,2018,6,Automatic,first,Petrol,24-Nov
Ford,Ecosport,2014,10,Manual,second,Diesel,24-Nov
BMW,3 Series GT,2019,5,Automatic,second,Diesel,24-Nov
Volvo,S90,2020,4,Automatic,second,Diesel,24-Sep
Hyundai,i20,2013,11,Manual,second,Petrol,24-Oct
Volvo,XC60,2016,8,Automatic,second,Diesel,24-Nov
BMW,Z4,2016,8,Automatic,first,Petrol,24-Oct
Toyota,Innova Crysta,2022,2,Manual,first,Diesel,24-Nov
Honda,Civic,2019,5,Automatic,second,Petrol,24-Nov
Toyota,Urban Cruiser,2022,2,Automatic,first,Petrol,24-Nov
Toyota,Fortuner,2023,1,Manual,first,Diesel,24-Nov
Maruti Suzuki,maruti-suzuki-dzire,2015,9,Manual,first,Diesel,24-Nov
Hyundai,Xcent,2017,7,Manual,first,Petrol,24-Nov
Toyota,Glanza,2020,4,Automatic,first,Petrol,24-Nov
Maruti Suzuki,Eeco,2013,11,Manual,first,Petrol,24-Nov
Toyota,Fortuner,2017,7,Automatic,second,Diesel,24-Nov
Maruti Suzuki,Wagon-R,2007,17,Manual,second,Petrol,24-Nov
Hyundai,Alcazar,2022,2,Automatic,first,Diesel,24-Nov
Hyundai,Elite i20,2016,8,Manual,first,Petrol,24-Nov
Hyundai,Creta,2016,8,Automatic,second,Petrol,24-Nov
Maruti Suzuki,Brezza,2024,0,Manual,first,Petrol,24-Nov
Toyota,Innova Crysta,2017,7,Automatic,first,Diesel,24-Nov
Land Rover,Defender,2024,0,Automatic,first,Diesel,24-Nov
Renault,KWID,2022,2,Automatic,first,Petrol,24-Nov
Maruti Suzuki,Swift,2015,9,Manual,first,Petrol,24-Nov
Hyundai,i20,2021,3,Manual,first,Diesel,24-Nov
Toyota,Innova Crysta,2019,5,Automatic,second,Diesel,24-Nov
Tata,Punch,2022,2,Manual,first,Petrol,24-Nov
Hyundai,i20,2019,5,Automatic,second,Petrol,24-Nov
Maruti Suzuki,XL6,2021,3,Automatic,first,Petrol,24-Jul
Tata,Nano,2009,15,Manual,second,Petrol,24-Oct
Hyundai,i20,2011,13,Manual,second,Diesel,24-Nov
Hyundai,Creta,2015,9,Manual,first,Diesel,24-Nov
Maruti Suzuki,Alto,2010,14,Manual,second,Petrol,24-Nov
Maruti Suzuki,Swift-Dzire,2018,6,Manual,second,Diesel,24-Nov
Volkswagen,VentoTest,2015,9,Manual,second,Petrol,24-Nov
Hyundai,i10,2014,10,Manual,second,Diesel,24-Nov
Hyundai,Elite i20,2020,4,Manual,first,Petrol,24-Nov
Mahindra,Scorpio,2022,2,Manual,first,Diesel,24-Nov
Hyundai,Verna,2019,5,Automatic,first,Diesel,24-Nov
Honda,WRV,2017,7,Manual,first,Petrol,24-Nov
Mercedes-Benz,E-Class,2018,6,Automatic,second,Petrol,24-Nov
Mercedes-Benz,E-Class,2014,10,Automatic,second,Petrol,24-Nov
Mahindra,Scorpio,2016,8,Manual,second,Diesel,24-Nov
Maruti Suzuki,S-Cross,2022,2,Automatic,first,Petrol,24-Nov
Hyundai,Elite i20,2014,10,Manual,second,Diesel,24-Nov
Hyundai,Creta,2018,6,Manual,second,Petrol,24-Nov
Ford,Endeavour,2016,8,Automatic,first,Diesel,24-Nov
Toyota,Innova Crysta,2019,5,Automatic,first,Diesel,24-Nov
Ford,Ecosport,2013,11,Manual,second,Diesel,24-Nov
Mercedes-Benz,CLA,2019,5,Automatic,first,Diesel,24-Nov
Honda,Civic,2011,13,Manual,first,Petrol,24-Nov
Mitsubishi,Cedia,2006,18,Manual,second,Petrol,24-Nov
Mercedes-Benz,GLC,2024,0,Automatic,first,Diesel,24-Nov
Mercedes-Benz,E-Class,2016,8,Automatic,first,Diesel,24-Nov
BMW,X1,2018,6,Automatic,first,Diesel,24-Nov
Honda,City,2012,12,Manual,second,Petrol,24-Nov
Audi,Q3,2018,6,Automatic,second,Diesel,24-Nov
Hyundai,Sonata Embera,2011,13,Manual,first,Diesel,24-Nov
Honda,CRV,2013,11,Automatic,first,Petrol,24-Oct
Ford,Endeavour,2017,7,Automatic,second,Diesel,24-Nov
Kia,Sonet,2020,4,Automatic,first,Petrol,24-Nov
Maruti Suzuki,maruti-suzuki-dzire,2013,11,Manual,first,Petrol,24-Nov
Hyundai,i20,2016,8,Manual,second,Petrol,24-Nov
Ford,Endeavour,2016,8,Automatic,first,Diesel,24-Nov
Kia,Seltos,2020,4,Automatic,first,Diesel,24-Nov
Kia,Sonet,2021,3,Manual,first,Petrol,24-Nov
Renault,KWID,2020,4,Automatic,first,Petrol,24-Nov
Toyota,Innova Crysta,2019,5,Manual,first,Diesel,24-Nov
Audi,A8 L,2014,10,Automatic,second,Diesel,24-Nov
Ford,Figo Aspire,2016,8,Automatic,first,Petrol,24-Oct
Skoda,Octavia,2013,11,Automatic,second,Petrol,24-Nov
Ford,Ecosport,2017,7,Manual,second,Petrol,24-Aug
Hyundai,Xcent,2017,7,Manual,first,Diesel,24-Nov
Hyundai,i20,2012,12,Manual,first,Diesel,24-Nov
Maruti Suzuki,Vitara-Brezza,2017,7,Manual,second,Diesel,24-Nov
Hyundai,i20,2018,6,Manual,second,Diesel,24-Oct
Mahindra,Thar,2023,1,Automatic,first,Diesel,24-Nov
Mahindra,Bolero Neo,2022,2,Manual,first,Diesel,24-Nov
Hyundai,i10,2013,11,Manual,first,Petrol,24-Nov
Maruti Suzuki,Swift,2022,2,Manual,first,Petrol,24-Nov
Ford,Endeavour,2018,6,Automatic,second,Diesel,24-Oct
Toyota,Innova Crysta,2021,3,Automatic,first,Diesel,24-Nov
Honda,Accord,2005,19,Manual,second,Petrol,24-Nov
Skoda,Kushaq,2010,14,Automatic,first,Petrol,24-Nov
Toyota,Innova Hycross,2023,1,Automatic,first,Petrol,24-Nov
Volkswagen,Passat,2011,13,Automatic,second,Diesel,24-Nov
Honda,City,2014,10,Manual,second,Diesel,24-Nov
Hyundai,Creta,2019,5,Automatic,first,Petrol,24-Nov
Audi,Q7,2014,10,Automatic,second,Diesel,24-Nov
Hyundai,Elantra,2012,12,Automatic,second,Petrol,24-Nov
Volkswagen,Polo,2014,10,Manual,second,Diesel,24-Nov
Mini,3 DOOR,2015,9,Automatic,first,Diesel,24-Nov
Isuzu,MAX,2021,3,Manual,first,Diesel,24-Nov
Maruti Suzuki,Vitara-Brezza,2019,5,Automatic,second,Diesel,24-Nov
Maruti Suzuki,Swift-Dzire,2015,9,Manual,first,Diesel,24-Nov
Mahindra,Scorpio,2010,14,Manual,second,Diesel,24-Nov
Mahindra,Bolero,2021,3,Manual,second,Diesel,24-Sep
Mercedes-Benz,S-Class,2016,8,Automatic,first,Petrol,24-Nov
Toyota,Innova Crysta,2017,7,Manual,first,Diesel,24-Nov
Tata,Tiago,2020,4,Manual,second,Petrol,24-Nov
BMW,5 Series,2019,5,Automatic,first,Diesel,24-Oct
Mercedes-Benz,G Class,2019,5,Automatic,first,Petrol,24-Sep
Mercedes-Benz,C-Class,2022,2,Automatic,first,Diesel,24-Nov
Renault,Triber,2021,3,Manual,first,Petrol,24-Nov
Toyota,Innova Crysta,2022,2,Automatic,first,Diesel,24-Nov
Kia,Carens,2022,2,Automatic,first,Diesel,24-Nov
